Date,Open,High,Low,Close,Currency,Average
2012-07-09,1227.36,1227.84,1220.57,1224.14,USD,1224.205
2012-07-10,1224.99,1232.96,1215.91,1218.81,USD,1224.435
2012-07-11,1218.58,1222.09,1213.29,1218.81,USD,1217.69
2012-07-12,1218.59,1218.61,1201.03,1207.47,USD,1209.82
2012-07-13,1207.63,1226.28,1207.63,1225.55,USD,1216.955
2012-07-16,1225.94,1228.11,1220.14,1225.35,USD,1224.125
2012-07-17,1225.96,1232.11,1218.04,1229.12,USD,1225.075
2012-07-18,1232.07,1241.0,1228.52,1239.07,USD,1234.76
2012-07-19,1240.47,1250.25,1240.47,1247.82,USD,1245.36
2012-07-20,1247.77,1247.85,1230.84,1231.35,USD,1239.345
2012-07-23,1229.18,1229.18,1202.52,1212.05,USD,1215.85
2012-07-24,1212.07,1213.59,1197.18,1202.88,USD,1205.385
2012-07-25,1201.24,1207.17,1197.35,1201.74,USD,1202.26
2012-07-26,1203.05,1229.46,1202.14,1227.82,USD,1215.8
2012-07-27,1227.99,1251.92,1227.99,1250.02,USD,1239.955
2012-07-30,1250.45,1257.64,1249.95,1253.9,USD,1253.795
2012-07-31,1254.35,1256.75,1250.13,1250.57,USD,1253.44
2012-08-01,1249.1,1253.74,1245.39,1248.1,USD,1249.565
2012-08-02,1246.18,1255.18,1229.15,1234.97,USD,1242.165
2012-08-03,1233.8,1262.58,1232.41,1259.65,USD,1247.495
2012-08-06,1262.45,1271.34,1261.43,1267.85,USD,1266.385
2012-08-07,1267.08,1279.16,1267.05,1276.4,USD,1273.105
2012-08-08,1276.22,1277.9,1271.14,1276.09,USD,1274.52
2012-08-09,1276.03,1280.18,1274.23,1277.79,USD,1277.205
2012-08-10,1277.14,1278.36,1268.8,1278.36,USD,1273.58
2012-08-13,1277.25,1279.67,1271.29,1276.26,USD,1275.48
2012-08-14,1275.85,1280.92,1275.73,1277.51,USD,1278.325
2012-08-15,1277.61,1278.22,1274.14,1276.82,USD,1276.18
2012-08-16,1277.15,1288.86,1277.07,1287.62,USD,1282.965
2012-08-17,1288.12,1291.2,1287.41,1290.23,USD,1289.305
2012-08-20,1291.52,1292.81,1285.0,1289.75,USD,1288.905
2012-08-21,1290.01,1300.8,1289.91,1293.43,USD,1295.355
2012-08-22,1293.04,1293.07,1283.93,1287.84,USD,1288.5
2012-08-23,1290.55,1295.03,1283.31,1285.28,USD,1289.17
2012-08-24,1282.8,1287.4,1276.52,1285.84,USD,1281.96
