,country,name,full_name,symbol,currency,class,market
1060,world,BNY Mellon Consumer Goods Classic ADR,BNY Mellon Consumer Goods Classic ADR,BKCGC,USD,primary_sectors,global_indices
1061,world,BNY Mellon Health Care Classic ADR,BNY Mellon Health Care Classic ADR,BKCHC,USD,primary_sectors,global_indices
1062,world,BNY Mellon Industrials Classic ADR,BNY Mellon Industrials Classic ADR,BKCIU,USD,primary_sectors,global_indices
1063,world,BNY Mellon Financials Classic ADR,BNY Mellon Financials Classic ADR,BKCFN,USD,primary_sectors,global_indices
1064,world,DJ Equity REIT,Dow Jones Equity REIT,DJR,USD,primary_sectors,global_indices
1065,world,DJ Global ex-Asia/Pacific Utilities,Dow Jones Global ex-Asia/Pacific Utilities,W9UTI,USD,primary_sectors,global_indices
1066,world,DJ Global ex-Asia/Pacific Telecom,Dow Jones Global ex-Asia/Pacific Telecommunications,W9TLS,USD,primary_sectors,global_indices
1067,world,DJ Emerging Markets Telecom,Dow Jones Emerging Markets Telecommunications,W5TLS,USD,primary_sectors,global_indices
1068,world,DJ Global ex-Asia/Pacific Tech,Dow Jones Global ex-Asia/Pacific Technology,W9TEC,USD,primary_sectors,global_indices
1069,world,DJ Global ex-Asia/Pacific Fin,Dow Jones Global ex-Asia/Pacific Financials,W9FIN,USD,primary_sectors,global_indices
1070,world,DJ Global ex-Asia/Pacific Oil Gas,Dow Jones Global ex-Asia/Pacific Oil & Gas,W9ENE,USD,primary_sectors,global_indices
1071,world,DJ Global ex-Europe Utilities,Dow Jones Global ex-Europe Utilities,W8UTI,USD,primary_sectors,global_indices
1072,world,DJ Global ex-Europe Telecom,Dow Jones Global ex-Europe Telecommunications,W8TLS,USD,primary_sectors,global_indices
1073,world,DJ Global ex-Europe Technology,Dow Jones Global ex-Europe Technology,W8TEC,USD,primary_sectors,global_indices
1074,world,DJ Global ex-Europe Health Care,Dow Jones Global ex-Europe Health Care,W8HCR,USD,primary_sectors,global_indices
1075,world,DJ Global ex-Europe Financials,Dow Jones Global ex-Europe Financials,W8FIN,USD,primary_sectors,global_indices
1076,world,DJ Global ex-Europe Oil & Gas,Dow Jones Global ex-Europe Oil & Gas,W8ENE,USD,primary_sectors,global_indices
1077,world,DJ Global ex-Europe Basic Materials,Dow Jones Global ex-Europe Basic Materials,W8BSC,USD,primary_sectors,global_indices
1078,world,DJ Glob ex-Asia/Pacific Health Care,Dow Jones Global ex-Asia/Pacific Health Care,W9HCR,USD,primary_sectors,global_indices
1079,world,DJ Global ex-U.S. Health Care,Dow Jones Global ex-US Health Care,W2HCR,USD,primary_sectors,global_indices
1080,world,DJ Global ex-U.S. Financials,Dow Jones Global ex-US Financials,W2FIN,USD,primary_sectors,global_indices
1081,world,DJ Global ex-U.S. Oil & Gas,Dow Jones Global ex-US Oil & Gas,W2ENE,USD,primary_sectors,global_indices
1082,world,DJ Personal Household Goods 30,Dow Jones Personal & Household Goods Titans 30,DJTNCG,USD,primary_sectors,global_indices
1083,world,DJ Insurance Titans 30 EUR,Dow Jones Insurance Titans 30 EUR,DJTINNE,EUR,primary_sectors,global_indices
1084,world,DJ Insurance Titans 30,Dow Jones Insurance Titans 30,DJTINN,USD,primary_sectors,global_indices
1085,world,DJ Health Care Titans 30 EUR,Dow Jones Health Care Titans 30 EUR,DJTHCAE,EUR,primary_sectors,global_indices
1086,world,DJ Health Care Titans 30,Dow Jones Health Care Titans 30,DJTHCA,USD,primary_sectors,global_indices
1087,world,DJ Financial Services Titans 30 EUR,Dow Jones Financial Services Titans 30 EUR,DJTFVSE,EUR,primary_sectors,global_indices
1088,world,DJ Food Beverage Titans 30 EUR,Dow Jones Food & Beverage Titans 30 EUR,DJTFOBE,EUR,primary_sectors,global_indices
1089,world,DJ Food & Beverage Titans 30,Dow Jones Food & Beverage Titans 30,DJTFOB,USD,primary_sectors,global_indices
1090,world,DJ Oil & Gas Titans 30 EUR,Dow Jones Oil & Gas Titans 30 EUR,DJTENGE,EUR,primary_sectors,global_indices
1091,world,DJ Real Estate Titans 30,Dow Jones Real Estate Titans 30,DJTREA,USD,primary_sectors,global_indices
1092,world,DJ Oil & Gas Titans 30,Dow Jones Oil & Gas Titans 30,DJTENG,USD,primary_sectors,global_indices
1093,world,DJ Construction Materials Titans 30,Dow Jones Construction & Materials Titans 30,DJTCNS,USD,primary_sectors,global_indices
1094,world,DJ Chemicals Titans 30,Dow Jones Chemicals Titans 30,DJTCHE,USD,primary_sectors,global_indices
1095,world,DJ Banks Titans 30 EUR,Dow Jones Banks Titans 30 EUR,DJTBAKE,EUR,primary_sectors,global_indices
1096,world,DJ Banks Titans 30,Dow Jones Banks Titans 30,DJTBAK,USD,primary_sectors,global_indices
1097,world,DJ Auto Parts Titans 30 EUR,Dow Jones Automobiles & Parts Titans 30 EUR,DJTATOE,EUR,primary_sectors,global_indices
1098,world,DJ Automobiles Parts Titans 30,Dow Jones Automobiles & Parts Titans 30,DJTATO,USD,primary_sectors,global_indices
1099,world,DJ Islamic Market Utilities,Dow Jones Islamic Market Utilities,DJIUTI,USD,primary_sectors,global_indices
1100,world,DJ Islamic Market Telecom,Dow Jones Islamic Market Telecommunications,DJITLS,USD,primary_sectors,global_indices
1101,world,DJ Islamic Market Technology,Dow Jones Islamic Market Technology,DJITEC,USD,primary_sectors,global_indices
1102,world,DJ Construction Materials 30 EUR,Dow Jones Construction & Materials Titans 30 EUR,DJTCNSE,EUR,primary_sectors,global_indices
1103,world,DJ Real Estate Titans 30 EUR,Dow Jones Real Estate Titans 30 EUR,DJTREAE,EUR,primary_sectors,global_indices
1104,world,DJ Retail Titans 30,Dow Jones Retail Titans 30,DJTRET,USD,primary_sectors,global_indices
1105,world,DJ Retail Titans 30 EUR,Dow Jones Retail Titans 30 EUR,DJTRETE,EUR,primary_sectors,global_indices
1106,world,DJ Global Utilities,Dow Jones Global Utilities,W1UTI,USD,primary_sectors,global_indices
1107,world,DJ Global Telecommunications,Dow Jones Global Telecommunications,W1TLS,USD,primary_sectors,global_indices
1108,world,DJ Global Technology,Dow Jones Global Technology,W1TEC,USD,primary_sectors,global_indices
1109,world,DJ Global Consumer Goods,Dow Jones Global Consumer Goods,W1NCY,USD,primary_sectors,global_indices
1110,world,DJ Global Health Care,Dow Jones Global Health Care,W1HCR,USD,primary_sectors,global_indices
1111,world,DJ Global Financials,Dow Jones Global Financials,W1FIN,USD,primary_sectors,global_indices
1112,world,DJ Global Oil Gas,Dow Jones Global Oil & Gas,W1ENE,USD,primary_sectors,global_indices
1113,world,DJ Middle East Africa Select REIT,Dow Jones Middle East & Africa Select REIT,DWMFRT,USD,primary_sectors,global_indices
1114,world,DJ Middle East Africa Real Estate,Dow Jones Middle East & Africa Select Real Estate Securities,DWMFRS,USD,primary_sectors,global_indices
1115,world,DJ Global Select REIT,Dow Jones Global Select REIT,DWGRT,USD,primary_sectors,global_indices
1116,world,DJ Europe Dev MKT Select REIT EUR,Dow Jones Europe Developed Markets Select REIT EUR,DWEDRTE,EUR,primary_sectors,global_indices
1117,world,DJ Europe Dev MKT Select REIT USD,Dow Jones Europe Developed Markets Select REIT USD,DWEDRT,USD,primary_sectors,global_indices
1118,world,DJ Asia/Pacific Select REIT,Dow Jones Asia/Pacific Select REIT,DWAPRT,USD,primary_sectors,global_indices
1119,world,DJ Asia/Pacific Select Real Estate,Dow Jones Asia/Pacific Select Real Estate Securities,DWAPRS,USD,primary_sectors,global_indices
1120,world,DJ Americas Select REIT,Dow Jones Americas Select REIT,DWAMRT,USD,primary_sectors,global_indices
1121,world,DJ Utilities Titans 30 EUR,Dow Jones Utilities Titans 30 EUR,DJTUTSE,EUR,primary_sectors,global_indices
1122,world,DJ Utilities Titans 30,Dow Jones Utilities Titans 30,DJTUTS,USD,primary_sectors,global_indices
1123,world,DJ Technology Titans 30 EUR,Dow Jones Technology Titans 30 EUR,DJTTHEE,EUR,primary_sectors,global_indices
1124,world,DJ Technology Titans 30,Dow Jones Technology Titans 30,DJTTHE,USD,primary_sectors,global_indices
1125,world,DJ Telecom Titans 30 EUR,Dow Jones Telecommunications Titans 30 EUR,DJTTELE,EUR,primary_sectors,global_indices
1126,world,DJ Telecom Titans 30,Dow Jones Telecommunications Titans 30,DJTTEL,USD,primary_sectors,global_indices
1127,world,BNY Mellon Oil & Gas Classic ADR,BNY Mellon Oil & Gas Classic ADR,BKCOG,USD,primary_sectors,global_indices
1128,world,STOXX Global 1800 ex Asia/Pacific Industrial Goods,STOXX Global 1800 ex Asia/Pacific Industrial Goods & Services USD Price,SXW9IGS,USD,primary_sectors,global_indices
1129,world,STOXX Global 1800 ex Asia/Pacific Food & Beverage,STOXX Global 1800 ex Asia/Pacific Food & Beverage USD Price,SXW9FOB,USD,primary_sectors,global_indices
1130,world,STOXX Global 1800 ex Asia/Pacific Telecommunicatio,STOXX Global 1800 ex Asia/Pacific Telecommunications USD Price,SXW9TLS,USD,primary_sectors,global_indices
1131,world,MSCI EM IT,MSCI EM IT,MIEF0IT00PUS,USD,other_indices,global_indices
1132,world,MSCI EM Consumer Staples,MSCI EM Consumer Staples,MIEF0CS00PUS,USD,other_indices,global_indices
1133,world,MSCI EM Consumer Discretionary,MSCI EM Consumer Discretionary,MIEF0CD00PUS,USD,other_indices,global_indices
1134,world,MSCI EAFE Materials,MSCI EAFE Materials,MIEA0MT00PUS,USD,other_indices,global_indices
1135,world,MSCI EAFE IT,MSCI EAFE IT,MIEA0IT00PUS,USD,other_indices,global_indices
1136,world,MSCI EAFE Consumer Staples,MSCI EAFE Consumer Staples,MIEA0CS00PUS,USD,other_indices,global_indices
1137,world,MSCI Kokusai IT,MSCI Kokusai IT,MIKO0IT00PUS,USD,other_indices,global_indices
1138,world,MSCI Kokusai Consumer Staples,MSCI Kokusai Consumer Staples,MIKO0CS00PUS,USD,other_indices,global_indices
1139,world,MSCI EAFE Energy,MSCI EAFE Energy,MIEA0EN00PUS,USD,other_indices,global_indices
1140,world,MSCI EM Materials,MSCI EM Materials,MIEF0MT00PUS,USD,other_indices,global_indices
1141,world,MSCI EAFE Consumer Disc,MSCI EAFE Consumer Disc,MIEA0CD00PUS,USD,other_indices,global_indices
1142,world,MSCI Kokusai Industrials,MSCI Kokusai Industrials,MIKO0IN00PUS,USD,other_indices,global_indices
1143,world,MSCI Kokusai Consumer Disc,MSCI Kokusai Consumer Disc,MIKO0CD00PUS,USD,other_indices,global_indices
1144,world,MSCI World Materials,MSCI World Materials,MIWO0MT00PUS,USD,other_indices,global_indices
1145,world,MSCI World IT,MSCI World IT,MIWO0IT00PUS,USD,other_indices,global_indices
1146,world,MSCI World Consumer Staples,MSCI World Consumer Staples,MIWO0CS00PUS,USD,other_indices,global_indices
1147,world,MSCI World Consumer Disc,MSCI World Consumer Disc,MIWO0CD00PUS,USD,other_indices,global_indices
1148,world,MSCI AC Asia Pacific x JP Tel,MSCI AC Asia Pacific x JP Tel,MIPFJTC00PUS,USD,other_indices,global_indices
1149,world,MSCI AC Asia Pacific x JP Mat,MSCI AC Asia Pacific x JP Mat,MIPFJMT00PUS,USD,other_indices,global_indices
1150,world,MSCI AC Asia Pacific x JP It,MSCI AC Asia Pacific x JP It,MIPFJIT00PUS,USD,other_indices,global_indices
1151,world,MSCI Kokusai Materials,MSCI Kokusai Materials,MIKO0MT00PUS,USD,other_indices,global_indices
1152,world,MSCI AC Asia Pacific x JP,MSCI AC Asia Pacific x JP,MIPFJIN00PUS,USD,other_indices,global_indices
1153,world,MSCI EM Latin America 10 40,MSCI EM Latin America 10 40,MILA0000TPUS,USD,other_indices,global_indices
1154,world,MSCI ACWI FX Hedge,MSCI All Country World FX Hedge,MIWD00000FUS,USD,other_indices,global_indices
1155,world,STXE 50 Nrt,STXE 50 Nrt,STOXX50R,EUR,other_indices,global_indices
1156,world,STXE Sd 30 PR,STXE Sd 30 PR,SD3P,EUR,other_indices,global_indices
1157,world,Topix TR Daily Euro Hedged,Topix TR Daily Euro Hedged,TOPIXTHE,EUR,other_indices,global_indices
1158,world,FTSE EPRA/NAREIT Dev Europe NTR,FTSE EPRA/NAREIT Developed Europe Net TRI,TFTRPRAL,USD,other_indices,global_indices
1159,world,FTSE EPRA/NAREIT US NTR,FTSE EPRA/NAREIT United States Net TRI,TFTRNUSU,USD,other_indices,global_indices
1160,world,BRIC 40 Net TR,BRIC 40 Net TR,SPBRICNTR,USD,other_indices,global_indices
1161,world,Private Equity TR,Private Equity TR,PRIVEXPD,USD,other_indices,global_indices
1162,world,Ossiam World Min Var NTR,Ossiam World Min Var NTR,OWMVNR,USD,other_indices,global_indices
1163,world,Ossiam EM Min Var NTR,Ossiam EM Min Var NTR,OEMMVNR,USD,other_indices,global_indices
1164,world,MSCI World It 10 40,MSCI World It 10 40,MIWO0IT0TPUS,USD,other_indices,global_indices
1165,world,Global Listed Privated Equity,Global Listed Privated Equity,GLPEX,USD,other_indices,global_indices
1166,world,FTSE Rafi EM,FTSE Rafi EM,FTFREM,USD,other_indices,global_indices
1167,world,FTSE Rafi De Ap X Jp,FTSE Rafi De Ap X Jp,FTFRDAPXJ,USD,other_indices,global_indices
1168,world,FTSE Rafi Develop 1000,FTSE Rafi Develop 1000,FTFRD,USD,other_indices,global_indices
1169,world,DJ BRIC 50,DJ BRIC 50,BRIC50D,USD,other_indices,global_indices
1170,world,MSCI Pan Euro,MSCI Pan Euro,MSPE,EUR,other_indices,global_indices
1171,world,MSCI World FX Hedge,MSCI World FX Hedge,MIWO00000FUS,USD,other_indices,global_indices
1172,world,MSCI Pacific FX Hedge,MSCI Pacific FX Hedge,MIPC00000FUS,USD,other_indices,global_indices
1173,world,MSCI EM FX Hedge,MSCI EM FX Hedge,MIEF00000FUS,USD,other_indices,global_indices
1174,world,MSCI EAFE FX Hedge,MSCI EAFE FX Hedge,MIEA00000FUS,USD,other_indices,global_indices
1175,world,FTSE Rafi Dv Eur Ms,FTSE Rafi Dv Eur Ms,FTFRSDEURS,USD,other_indices,global_indices
1176,world,MSCI AC Asia Pacific x JP ConS,MSCI AC Asia Pacific x JP ConS,MIPFJCS00PUS,USD,other_indices,global_indices
1177,world,MSCI ACWI Telecom Services,MSCI ACWI Telecom Services,MIWD0TC00PUS,USD,other_indices,global_indices
1178,world,MSCI ACWI Materials,MSCI ACWI Materials,MIWD0MT00PUS,USD,other_indices,global_indices
1179,world,MSCI EM Ex Asia,MSCI EM Ex Asia,MIEFZ0000PUS,USD,other_indices,global_indices
1180,world,MSCI EM EMEA,MSCI EM EMEA,MIEE00000PUS,USD,other_indices,global_indices
1181,world,MSCI EM Latin America,MSCI EM Latin America,MILA00000PUS,USD,other_indices,global_indices
1182,world,MSCI EM Europe Middle East,MSCI EM Europe Middle East,MIMM00000PUS,USD,other_indices,global_indices
1183,world,MSCI EM,MSCI EM,MIEF00000PUS,USD,other_indices,global_indices
1184,world,MSCI World Ex USA,MSCI World Ex USA,MIWOU0000PUS,USD,other_indices,global_indices
1185,world,MSCI World Ex UK,MSCI World Ex UK,MIWOG0000PUS,USD,other_indices,global_indices
1186,world,MSCI World Ex Australia,MSCI World Ex Australia,MIWOO0000PUS,USD,other_indices,global_indices
1187,world,MSCI World Ex Europe,MSCI World Ex Europe,MIWOE0000PUS,USD,other_indices,global_indices
1188,world,MSCI EM Far East,MSCI EM Far East,MIMF00000PUS,USD,other_indices,global_indices
1189,world,MSCI World Ex EMU,MSCI World Ex EMU,MIWOM0000PUS,USD,other_indices,global_indices
1190,world,MSCI North America,MSCI North America,MINA00000PUS,USD,other_indices,global_indices
1191,world,MSCI Nordic Countries,MSCI Nordic Countries,MIND00000PEU,EUR,other_indices,global_indices
1192,world,MSCI Pacific,MSCI Pacific,MIPC00000PUS,USD,other_indices,global_indices
1193,world,MSCI Kokusai World Ex Japan,MSCI Kokusai World Ex Japan,MIKO00000PUS,USD,other_indices,global_indices
1194,world,MSCI G7,MSCI G7,MIGS00000PUS,USD,other_indices,global_indices
1195,world,MSCI Far East,MSCI Far East,MIFA00000PUS,USD,other_indices,global_indices
1196,world,MSCI EASEA Eafe Ex Japan,MSCI EASEA Eafe Ex Japan,MIEAJ0000PUS,USD,other_indices,global_indices
1197,world,MSCI EAFE Ex UK,MSCI EAFE Ex UK,MIEAG0000PUS,USD,other_indices,global_indices
1198,world,MSCI EAFE,MSCI EAFE,MIEA00000PUS,USD,other_indices,global_indices
1199,world,MSCI Pacific Ex Japan,MSCI Pacific Ex Japan,MIPCJ0000PUS,USD,other_indices,global_indices
1200,world,MSCI MSCI EFM,MSCI MSCI EFM,MI7900000PUS,USD,other_indices,global_indices
1201,world,MSCI ACWI Large Cap,MSCI ACWI Large Cap,MIWD000L0PUS,USD,other_indices,global_indices
1202,world,MSCI ACWI Mid Cap,MSCI ACWI Mid Cap,MIWD000M0PUS,USD,other_indices,global_indices
1203,world,MSCI ACWI IT,MSCI ACWI IT,MIWD0IT00PUS,USD,other_indices,global_indices
1204,world,MSCI ACWI Financials,MSCI ACWI Financials,MIWD0FN00PUS,USD,other_indices,global_indices
1205,world,MSCI ACWI Energy,MSCI ACWI Energy,MIWD0EN00PUS,USD,other_indices,global_indices
1206,world,MSCI ACWI Consumer Staples,MSCI ACWI Consumer Staples,MIWD0CS00PUS,USD,other_indices,global_indices
1207,world,MSCI ACWI Consumer Disc,MSCI ACWI Consumer Disc,MIWD0CD00PUS,USD,other_indices,global_indices
1208,world,MSCI EM IMI,MSCI EM IMI,MIEF000I0PUS,USD,other_indices,global_indices
1209,world,MSCI EM SMID,MSCI EM SMID,MIEF000D0PUS,USD,other_indices,global_indices
1210,world,MSCI EM Small Cap,MSCI EM Small Cap,MIEF000S0PUS,USD,other_indices,global_indices
1211,world,MSCI EM Mid Cap,MSCI EM Mid Cap,MIEF000M0PUS,USD,other_indices,global_indices
1212,world,MSCI EM Large Cap,MSCI EM Large Cap,MIEF000L0PUS,USD,other_indices,global_indices
1213,world,MSCI EAFE IMI,MSCI EAFE IMI,MIEA000I0PUS,USD,other_indices,global_indices
1214,world,MSCI EAFE SMID,MSCI EAFE SMID,MIEA000D0PUS,USD,other_indices,global_indices
1215,world,MSCI EAFE Mid Cap,MSCI EAFE Mid Cap,MIEA000M0PUS,USD,other_indices,global_indices
1216,world,MSCI EAFE Large Cap,MSCI EAFE Large Cap,MIEA000L0PUS,USD,other_indices,global_indices
1217,world,MSCI World SMID,MSCI World SMID,MIWO000D0PUS,USD,other_indices,global_indices
1218,world,MSCI World Small Cap,MSCI World Small Cap,MIWO000S0PUS,USD,other_indices,global_indices
1219,world,MSCI World Mid Cap,MSCI World Mid Cap,MIWO000M0PUS,USD,other_indices,global_indices
1220,world,MSCI World Large Cap,MSCI World Large Cap,MIWO000L0PUS,USD,other_indices,global_indices
1221,world,MSCI ACWI SMID,MSCI ACWI SMID,MIWD000D0PUS,USD,other_indices,global_indices
1222,world,MSCI ACWI IMI,MSCI ACWI IMI,MIWD000I0PUS,USD,other_indices,global_indices
1223,world,MSCI ACWI Small Cap,MSCI ACWI Small Cap,MIWD000S0PUS,USD,other_indices,global_indices
1224,world,ESTX PR,ESTX PR,STOXXE,EUR,other_indices,global_indices
1225,world,STOXX Global 1800 ex Asia/Pacific Technology USD P,STOXX Global 1800 ex Asia/Pacific Technology USD Price,SXW9TEC,USD,primary_sectors,global_indices
1226,world,EMTX Aaa G. 1100,EMTX Aaa G. 1100,EM3AGO=,EUR,other_indices,global_indices
1227,world,EMTX Govt RT,EMTX Govt RT,EMTT6CR=,EUR,other_indices,global_indices
1228,world,MSCI World Net EUR,MSCI World Net EUR,MIWO00000NEU,EUR,other_indices,global_indices
1229,world,Acwi Risk Weighted NR USD,Acwi Risk Weighted NR USD,MIWD000PlNUS,USD,other_indices,global_indices
1230,world,MSCI ACWI Investable Net USD,MSCI ACWI Investable Net USD,MIWD000I0NUS,USD,other_indices,global_indices
1231,world,MSCI ACWI Net USD,MSCI ACWI Net USD,MIWD00000NUS,USD,other_indices,global_indices
1232,world,MSCI Intl Pan Euro Net EUR,MSCI Intl Pan Euro Net EUR,MIPO00000NEU,EUR,other_indices,global_indices
1233,world,MSCI Pacific ex Japan Net USD,MSCI Pacific ex Japan Net USD,MIPCJ0000NUS,USD,other_indices,global_indices
1234,world,MSCI Pacific Net USD,MSCI Pacific Net USD,MIPC00000NUS,USD,other_indices,global_indices
1235,world,MSCI Nordic countries Net EUR,MSCI Nordic countries Net EUR,MIND00000NEU,EUR,other_indices,global_indices
1236,world,MSCI North America Net USD,MSCI North America Net USD,MINA00000NUS,USD,other_indices,global_indices
1237,world,MSCI World Net USD,MSCI World Net USD,MIWO00000NUS,USD,other_indices,global_indices
1238,world,MSCI EM Asia Net USD,MSCI EM Asia Net USD,MIMS00000NUS,USD,other_indices,global_indices
1239,world,MSCI EM Latin America Net USD,MSCI EM Latin America Net USD,MILA00000NUS,USD,other_indices,global_indices
1240,world,MSCI Far East ex Japan Gross USD,MSCI Far East ex Japan Gross USD,MIFX000S0GUS,USD,other_indices,global_indices
1241,world,MSCI Far East ex Japan Price USD,MSCI Far East ex Japan Price USD,MIFX00000PUS,USD,other_indices,global_indices
1242,world,EU MINIMUM VOLA,EU MINIMUM VOLA,MIEU0000YNEU,EUR,other_indices,global_indices
1243,world,MSCI EM Materials Sector Net USD,MSCI EM Materials Sector Net USD,MIEF0MT00NUS,USD,other_indices,global_indices
1244,world,MSCI EM Energy Sector Net USD,MSCI EM Energy Sector Net USD,MIEF0EN00NUS,USD,other_indices,global_indices
1245,world,MSCI EM Consumer Staples Net USD,MSCI EM Consumer Staples Net USD,MIEF0CS00NUS,USD,other_indices,global_indices
1246,world,MSCI EM Consumer Discret Net USD,MSCI EM Consumer Discret Net USD,MIEF0CD00NUS,USD,other_indices,global_indices
1247,world,MSCI EM Small Net USD,MSCI EM Small Net USD,MIEF000S0NUS,USD,other_indices,global_indices
1248,world,MSCI EM Far East Net USD,MSCI EM Far East Net USD,MIMF00000NUS,USD,other_indices,global_indices
1249,world,MSCI EM Short Gross USD,MSCI EM Short Gross USD,MIEF00000SUS,USD,other_indices,global_indices
1250,world,MSCI World Low Volatility Factor Price USD,MSCI World Low Volatility Factor Price USD,MIWO0000IPUS,USD,other_indices,global_indices
1251,world,MSCI World Consumer Discretionary Net USD,MSCI World Consumer Discretionary Net USD,MIWO0CD00NUS,USD,other_indices,global_indices
1252,world,UBS Multi Asset Portfolio EUR,UBS Multi Asset Portfolio EUR,IM7EUAS,EUR,other_indices,global_indices
1253,world,STOXX 600 Travel Leisure EUR NR,STOXX 600 Travel Leisure EUR NR,SXTR,EUR,other_indices,global_indices
1254,world,STOXX 600 Personal Household Goods EUR NR,STOXX 600 Personal Household Goods EUR NR,SXQR,EUR,other_indices,global_indices
1255,world,STOXX 600 Basic Resources Daily Short EUR GR,STOXX 600 Basic Resources Daily Short EUR GR,SXPRS,EUR,other_indices,global_indices
1256,world,STOXX 600 Basic Resources EUR NR,STOXX 600 Basic Resources EUR NR,SXPR,EUR,other_indices,global_indices
1257,world,STOXX 600 Optimised Travel Leisure,STOXX 600 Optimised Travel Leisure,SXOTR,EUR,other_indices,global_indices
1258,world,STOXX 600 Opt Personal Household Goods,STOXX 600 Opt Personal Household Goods,SXOQR,EUR,other_indices,global_indices
1259,world,STOXX 600 Opt Basic Resources EUR NR,STOXX 600 Opt Basic Resources EUR NR,SXOPR,EUR,other_indices,global_indices
1260,world,STOXX 600 Opt Construction Materials EUR NR,STOXX 600 Opt Construction Materials EUR NR,SXOOR,EUR,other_indices,global_indices
1261,world,MSCI World Hedged Net EUR,MSCI World Hedged Net EUR,MIWO000P0ZEU,EUR,other_indices,global_indices
1262,world,STOXX 600 Opt Industrial Goods Services,STOXX 600 Opt Industrial Goods Services,SXONR,EUR,other_indices,global_indices
1263,world,STOXX 600 Industrial Goods Srvcs Short EUR GR,STOXX 600 Industrial Goods Srvcs Short EUR GR,SXNRS,EUR,other_indices,global_indices
1264,world,STOXX 600 Industrial Goods Services EUR NR,STOXX 600 Industrial Goods Services EUR NR,SXNR,EUR,other_indices,global_indices
1265,world,STOXX Industrial Goods Services EUR Price,STOXX Industrial Goods Services EUR Price,SXNE,EUR,other_indices,global_indices
1266,world,STOXX Media EUR Price,STOXX Media EUR Price,SXME,EUR,other_indices,global_indices
1267,world,STOXX Sustainability 40 EUR Price,STOXX Sustainability 40 EUR Price,SUBE,EUR,other_indices,global_indices
1268,world,SMI Cum Div,SMI Cum Div,SMIC,CHF,other_indices,global_indices
1269,world,MSCI World Price USD,MSCI World Price USD,MSCIWO,USD,other_indices,global_indices
1270,world,MSCI World Materials Net USD,MSCI World Materials Net USD,MIWO0MT00NUS,USD,other_indices,global_indices
1271,world,MSCI World Consumer Staples Net USD,MSCI World Consumer Staples Net USD,MIWO0CS00NUS,USD,other_indices,global_indices
1272,world,STOXX 600 Optim Automobiles Parts EUR NR,STOXX 600 Optim Automobiles Parts EUR NR,SXOAR,EUR,other_indices,global_indices
1273,world,MSCI EM Net USD,MSCI EM Net USD,MIEF00000NUS,USD,other_indices,global_indices
1274,world,MSCI EM EMEA Net USD,MSCI EM EMEA Net USD,MIEE00000NUS,USD,other_indices,global_indices
1275,world,MSCI BRIC Net USD,MSCI BRIC Net USD,MIBC00000NUS,USD,other_indices,global_indices
1276,world,LPX Major Market Listed Private Equity,LPX Major Market Listed Private Equity,LPXMMTR,EUR,other_indices,global_indices
1277,world,FTSE Macquarie 100,FTSE Macquarie 100,FTMGII100,USD,other_indices,global_indices
1278,world,FTSE RAFI All-World 3000,FTSE RAFI All-World 3000,FTFRAW3,USD,other_indices,global_indices
1279,world,EB REXX Money Market,EB REXX Money Market,EBREXXMMP,EUR,other_indices,global_indices
1280,world,DJ Global Titans,DJ Global Titans,DJGT,USD,other_indices,global_indices
1281,world,DJ EM Select Div TR USD,DJ EM Select Div TR USD,DJEMDIVR,USD,other_indices,global_indices
1282,world,DJ Emerging Markets Select Div EUR,DJ Emerging Markets Select Div EUR,DJEMDIVE,EUR,other_indices,global_indices
1283,world,DJ Asia/Pacific Sel Div 30 EUR,DJ Asia/Pacific Sel Div 30 EUR,DJAPSDE,EUR,other_indices,global_indices
1284,world,DJ Asia/Pacific Sel Div 30 USD,DJ Asia/Pacific Sel Div 30 USD,DJAPSD,USD,other_indices,global_indices
1285,world,Morningstar MLP Composite TR,Morningstar MLP Composite TR,MSMLPCT,USD,other_indices,global_indices
1286,world,DAX BRIC PF,DAX BRIC PF,DAXBRIC,EUR,other_indices,global_indices
1287,world,DAX global Alternative Energy Perform,DAX global Alternative Energy Perform,DAXAE,EUR,other_indices,global_indices
1288,world,EMTX Global RT,EMTX Global RT,EMTXIGRT=,EUR,other_indices,global_indices
1289,world,IG exAAA 1100,IG exAAA 1100,EMTSIGO=,USD,other_indices,global_indices
1290,world,EMTX AAA Global RT,EMTX AAA Global RT,EM3AGRT=,USD,other_indices,global_indices
1291,world,STOXX Global Select Div 100 NR EUR,STOXX Global Select Div 100 NR EUR,SDGR,EUR,other_indices,global_indices
1292,world,FTSE RAFI Developed ex US1000 CAD,FTSE RAFI Developed ex US1000 CAD,FTFRX1C,CAD,other_indices,global_indices
1293,world,FTSE BRIC 50,FTSE BRIC 50,FTFBRIC,USD,other_indices,global_indices
1294,world,FTSE EPRA NAREIT Developed Div,FTSE EPRA NAREIT Developed Div,FTENGD,USD,other_indices,global_indices
1295,world,FTSE EPRA NAREIT Developed Asia Div,FTSE EPRA NAREIT Developed Asia Div,FTENAD,USD,other_indices,global_indices
1296,world,DAX global Asia Kursindex,DAX global Asia Kursindex,DAXASIA,EUR,other_indices,global_indices
1297,world,WilderHill New Energy Glbl Innovation EUR,WilderHill New Energy Glbl Innovation EUR,NEXEU,EUR,other_indices,global_indices
