,country,name,full_name
620,taiwan,Taiwan 20Y,Taiwan 20-Year
621,taiwan,Taiwan 30Y,Taiwan 30-Year
622,thailand,Thailand 20Y,Thailand 20-Year
623,thailand,Thailand 16Y,Thailand 16-Year
624,thailand,Thailand 15Y,Thailand 15-Year
625,thailand,Thailand 12Y,Thailand 12-Year
626,thailand,Thailand 14Y,Thailand 14-Year
627,thailand,Thailand 10Y,Thailand 10-Year
628,thailand,Thailand 5Y,Thailand 5-Year
629,thailand,Thailand 3Y,Thailand 3-Year
630,thailand,Thailand 2Y,Thailand 2-Year
631,thailand,Thailand 1Y,Thailand 1-Year
632,thailand,Thailand 7Y,Thailand 7-Year
633,turkey,Turkey 10Y,Turkey 10-Year
634,turkey,Turkey 3Y,Turkey 3-Year
635,turkey,Turkey 5Y,Turkey 5-Year
636,turkey,Turkey 1Y,Turkey 1-Year
637,turkey,Turkey 2Y,Turkey 2-Year
638,uganda,Uganda 3M,Uganda 3-Month
639,uganda,Uganda 6M,Uganda 6-Month
640,uganda,Uganda 1Y,Uganda 1-Year
641,uganda,Uganda 2Y,Uganda 2-Year
642,uganda,Uganda 3Y,Uganda 3-Year
643,uganda,Uganda 5Y,Uganda 5-Year
644,uganda,Uganda 10Y,Uganda 10-Year
645,uganda,Uganda 15Y,Uganda 15-Year
646,ukraine,Ukraine 3Y,Ukraine 3-Year
647,ukraine,Ukraine 2Y,Ukraine 2-Year
648,ukraine,Ukraine 1Y,Ukraine 1-Year
649,united kingdom,U.K. 40Y,United Kingdom 40-Year
650,united kingdom,U.K. 50Y,United Kingdom 50-Year
651,united kingdom,U.K. 30Y,United Kingdom 30-Year
652,united kingdom,U.K. 25Y,United Kingdom 25-Year
653,united kingdom,U.K. 15Y,United Kingdom 15-Year
654,united kingdom,U.K. 12Y,United Kingdom 12-Year
655,united kingdom,U.K. 10Y,United Kingdom 10-Year
656,united kingdom,U.K. 9Y,United Kingdom 9-Year
657,united kingdom,U.K. 8Y,United Kingdom 8-Year
658,united kingdom,U.K. 20Y,United Kingdom 20-Year
659,united kingdom,U.K. 6Y,United Kingdom 6-Year
660,united kingdom,U.K. 5Y,United Kingdom 5-Year
661,united kingdom,U.K. 4Y,United Kingdom 4-Year
662,united kingdom,U.K. 3Y,United Kingdom 3-Year
663,united kingdom,U.K. 2Y,United Kingdom 2-Year
664,united kingdom,U.K. 1Y,United Kingdom 1-Year
665,united kingdom,U.K. 6M,United Kingdom 6-Month
666,united kingdom,U.K. 3M,United Kingdom 3-Month
667,united kingdom,U.K. 1M,United Kingdom 1-Month
668,united kingdom,U.K. 7Y,United Kingdom 7-Year
669,united states,U.S. 30Y,United States 30-Year
670,united states,U.S. 10Y,United States 10-Year
671,united states,U.S. 7Y,United States 7-Year
672,united states,U.S. 5Y,United States 5-Year
673,united states,U.S. 3Y,United States 3-Year
674,united states,U.S. 3M,United States 3-Month
675,united states,U.S. 1Y,United States 1-Year
676,united states,U.S. 6M,United States 6-Month
677,united states,U.S. 1M,United States 1-Month
678,united states,U.S. 2Y,United States 2-Year
679,vietnam,Vietnam 10Y,Vietnam 10-Year
680,vietnam,Vietnam 15Y,Vietnam 15 Year
681,vietnam,Vietnam 7Y,Vietnam 7-Year
682,vietnam,Vietnam 20Y,Vietnam 20 Year
683,vietnam,Vietnam 3Y,Vietnam 3-Year
684,vietnam,Vietnam 2Y,Vietnam 2-Year
685,vietnam,Vietnam 1Y,Vietnam 1-Year
686,vietnam,Vietnam 5Y,Vietnam 5-Year
687,vietnam,Vietnam 25Y,Vietnam 25 Year
